"","id","idgroup","sessionid","subject","period","condition","type","grouptype","contribution_id","roundprofit_id","sum_contribution_g","avg_contribution_g","avg_contr_g_others","strategic_ability","bin_strategic_ability","group_ability_cont","group_ability_cat","group_ability_bin","group_subjectid"
"553",50,"23","160321_1553",2,6,"STRAT","CondCoop","grouptype_is_mixed",18,24.8,38,12.6666666666667,10,20.3212851405622,0,22.9808121374386,"LOW","LOW_STRAT",1
"554",176,"59","160329_1355",8,6,"RAND","Others","grouptype_is_mixed",8,21.6,16,5.33333333333333,4,21.7154315923799,0,18.6680035244432,"LOW","LOW_STRAT",2
"555",31,"11","160321_1405",7,6,"STRAT","Freerider","grouptype_is_mixed",0,22.4,4,1.33333333333333,2,59.2617702448211,1,48.9642184557439,"HIGH","HIGH_STRAT",2
"556",108,"35","160323_1352",12,6,"PREF","Freerider","Freerider",1,19.6,1,0.333333333333333,0,23.6707152496626,0,35.6125356125356,"LOW","LOW_STRAT",3
"557",43,"12","160321_1405",19,6,"STRAT","CondCoop","grouptype_is_mixed",5,19.8,8,2.66666666666667,1.5,24.1280602636535,0,38.4406779661017,"MEDIUM","LOW_STRAT",2
"558",143,"48","160323_1557",23,6,"PREF","Others","Others",10,31,35,11.6666666666667,12.5,40,0,41.003143364767,"MEDIUM","LOW_STRAT",3
"559",129,"42","160323_1557",9,6,"PREF","Freerider","Freerider",8,40.8,48,16,20,63.7720377203772,1,53.9702063687304,"HIGH","HIGH_STRAT",3
"560",2,"5","160321_1143",2,6,"STRAT","UncondCoop","grouptype_is_mixed",20,30,50,16.6666666666667,15,41.5121630506246,0,42.4326101249178,"MEDIUM","HIGH_STRAT",1
"561",10,"5","160321_1143",10,6,"STRAT","CondCoop","grouptype_is_mixed",20,30,50,16.6666666666667,15,40.7889546351085,0,42.4326101249178,"MEDIUM","HIGH_STRAT",3
"562",80,"25","160323_1155",8,6,"PREF","Freerider","Freerider",0,23,5,1.66666666666667,2.5,30.3030303030303,0,33.4343434343434,"LOW","LOW_STRAT",2
"563",95,"31","160323_1155",23,6,"PREF","Others","Others",19,26.2,42,14,11.5,67.979797979798,1,48.8552188552189,"MEDIUM","HIGH_STRAT",3
"564",173,"58","160329_1355",5,6,"RAND","CondCoop","grouptype_is_mixed",0,24.8,8,2.66666666666667,4,37.8944490019141,0,37.9564305897366,"MEDIUM","LOW_STRAT",1
"565",167,"56","160324_1558",23,6,"RAND","Others","grouptype_is_mixed",10,29.8,33,11,11.5,52.6777609682299,1,56.0150165293887,"HIGH","HIGH_STRAT",2
"566",36,"12","160321_1405",12,6,"STRAT","Freerider","grouptype_is_mixed",3,21.8,8,2.66666666666667,2.5,47.0659133709981,1,38.4406779661017,"MEDIUM","LOW_STRAT",3
"567",121,"42","160323_1557",1,6,"PREF","Freerider","Freerider",20,28.8,48,16,14,77.0561705617056,1,53.9702063687304,"HIGH","HIGH_STRAT",2
"568",44,"13","160321_1405",20,6,"STRAT","CondCoop","grouptype_is_mixed",8,21,15,5,3.5,40.180790960452,0,40.8612680477087,"MEDIUM","LOW_STRAT",3
"569",165,"55","160324_1558",21,6,"RAND","Freerider","grouptype_is_mixed",20,36,60,20,20,43.2879475542108,0,36.097943631983,"LOW","LOW_STRAT",2
"570",45,"15","160321_1405",21,6,"STRAT","CondCoop","grouptype_is_mixed",0,20,0,0,0,31.1111111111111,0,30.7746390458255,"LOW","LOW_STRAT",1
"571",122,"43","160323_1557",2,6,"PREF","Freerider","Freerider",0,20,0,0,0,35.8917589175892,0,23.0750307503075,"LOW","LOW_STRAT",2
"572",88,"32","160323_1155",16,6,"PREF","UncondCoop","grouptype_is_mixed",20,36,60,20,20,43.3333333333333,0,56.3299663299663,"HIGH","HIGH_STRAT",2
"573",58,"23","160321_1553",10,6,"STRAT","Others","grouptype_is_mixed",0,42.8,38,12.6666666666667,19,24.1767068273092,0,22.9808121374386,"LOW","LOW_STRAT",2
"574",56,"21","160321_1553",8,6,"STRAT","Others","grouptype_is_mixed",1,28.6,16,5.33333333333333,7.5,39.8661311914324,0,43.0789825970549,"MEDIUM","HIGH_STRAT",2
"575",67,"21","160321_1553",19,6,"STRAT","Freerider","grouptype_is_mixed",0,29.6,16,5.33333333333333,8,44.4444444444444,1,43.0789825970549,"MEDIUM","HIGH_STRAT",3
"576",101,"39","160323_1352",5,6,"PREF","Others","Others",20,18,30,10,5,35.5735492577598,0,55.1896836107362,"HIGH","HIGH_STRAT",3
"577",172,"58","160329_1355",4,6,"RAND","CondCoop","grouptype_is_mixed",8,16.8,8,2.66666666666667,0,62.6415094339623,1,37.9564305897366,"MEDIUM","LOW_STRAT",2
"578",22,"7","160321_1143",22,6,"STRAT","Others","grouptype_is_mixed",7,22,15,5,4,31.1242603550296,0,33.5218058294981,"LOW","LOW_STRAT",1
"579",47,"14","160321_1405",23,6,"STRAT","Freerider","grouptype_is_mixed",5,22.8,13,4.33333333333333,4,31.5630885122411,0,35.1964846202134,"LOW","LOW_STRAT",2
"580",15,"7","160321_1143",15,6,"STRAT","CondCoop","grouptype_is_mixed",3,26,15,5,6,32.3734385272847,0,33.5218058294981,"LOW","LOW_STRAT",2
"581",157,"53","160324_1558",13,6,"RAND","Freerider","grouptype_is_mixed",0,20,0,0,0,50.4555387460077,1,35.6709811172746,"LOW","LOW_STRAT",2
"582",6,"8","160321_1143",6,6,"STRAT","Freerider","grouptype_is_mixed",12,32.6,41,13.6666666666667,14.5,20.0788954635109,0,25.2991452991453,"LOW","LOW_STRAT",3
"583",89,"32","160323_1155",17,6,"PREF","Freerider","grouptype_is_mixed",20,36,60,20,20,81.2121212121212,1,56.3299663299663,"HIGH","HIGH_STRAT",3
"584",153,"51","160324_1558",9,6,"RAND","CondCoop","grouptype_is_mixed",10,22,20,6.66666666666667,5,53.7098672045722,1,34.9918753852188,"LOW","LOW_STRAT",3
"585",120,"33","160323_1352",24,6,"PREF","Freerider","Freerider",0,23,5,1.66666666666667,2.5,47.9262258209627,1,26.6276803118908,"LOW","LOW_STRAT",2
"586",84,"25","160323_1155",12,6,"PREF","Freerider","Freerider",5,18,5,1.66666666666667,0,36.6666666666667,0,33.4343434343434,"LOW","LOW_STRAT",3
"587",164,"55","160324_1558",20,6,"RAND","Others","grouptype_is_mixed",20,36,60,20,20,47.2281055639603,1,36.097943631983,"LOW","LOW_STRAT",3
"588",65,"22","160321_1553",17,6,"STRAT","Others","grouptype_is_mixed",10,19,15,5,2.5,39.8661311914324,0,30.2275769745649,"LOW","LOW_STRAT",3
"589",38,"13","160321_1405",14,6,"STRAT","Others","grouptype_is_mixed",7,22,15,5,4,40.180790960452,0,40.8612680477087,"MEDIUM","LOW_STRAT",2
"590",68,"24","160321_1553",20,6,"STRAT","CondCoop","grouptype_is_mixed",10,16,10,3.33333333333333,0,0,0,4.44444444444444,"LOW","LOW_STRAT",1
"591",25,"14","160321_1405",1,6,"STRAT","Others","grouptype_is_mixed",6,21.8,13,4.33333333333333,3.5,39.2090395480226,0,35.1964846202134,"LOW","LOW_STRAT",3
"592",55,"23","160321_1553",7,6,"STRAT","Freerider","grouptype_is_mixed",20,22.8,38,12.6666666666667,9,24.4444444444444,0,22.9808121374386,"LOW","LOW_STRAT",3
"593",112,"33","160323_1352",16,6,"PREF","Freerider","Freerider",4,19,5,1.66666666666667,0.5,25.2901484480432,0,26.6276803118908,"LOW","LOW_STRAT",3
"594",18,"6","160321_1143",18,6,"STRAT","Freerider","grouptype_is_mixed",5,19.8,8,2.66666666666667,1.5,39.0401051939514,0,38.7332895025203,"MEDIUM","LOW_STRAT",3
"595",134,"48","160323_1557",14,6,"PREF","Others","Others",15,26,35,11.6666666666667,10,35.5555555555556,0,41.003143364767,"MEDIUM","LOW_STRAT",2
"596",63,"24","160321_1553",15,6,"STRAT","Others","grouptype_is_mixed",0,26,10,3.33333333333333,5,6.66666666666667,0,4.44444444444444,"LOW","LOW_STRAT",2
"597",163,"55","160324_1558",19,6,"RAND","CondCoop","grouptype_is_mixed",20,36,60,20,20,17.7777777777778,0,36.097943631983,"LOW","LOW_STRAT",1
"598",125,"43","160323_1557",5,6,"PREF","Freerider","Freerider",0,20,0,0,0,20,0,23.0750307503075,"LOW","LOW_STRAT",1
"599",142,"48","160323_1557",22,6,"PREF","Others","Others",10,31,35,11.6666666666667,12.5,47.4538745387454,1,41.003143364767,"MEDIUM","LOW_STRAT",1
"600",144,"43","160323_1557",24,6,"PREF","Freerider","Freerider",0,20,0,0,0,13.3333333333333,0,23.0750307503075,"LOW","LOW_STRAT",3
"601",91,"25","160323_1155",19,6,"PREF","Freerider","Freerider",0,23,5,1.66666666666667,2.5,33.3333333333333,0,33.4343434343434,"LOW","LOW_STRAT",1
"602",113,"38","160323_1352",17,6,"PREF","Others","Others",0,20,0,0,0,60.6567701304543,1,48.349077822762,"MEDIUM","HIGH_STRAT",3
"603",146,"49","160324_1558",2,6,"RAND","Others","grouptype_is_mixed",10,16,10,3.33333333333333,0,12.1129601613717,0,40.3440354121141,"MEDIUM","LOW_STRAT",3
"604",12,"6","160321_1143",12,6,"STRAT","Freerider","grouptype_is_mixed",0,24.8,8,2.66666666666667,4,38.1459566074951,0,38.7332895025203,"MEDIUM","LOW_STRAT",1
"605",23,"6","160321_1143",23,6,"STRAT","CondCoop","grouptype_is_mixed",3,21.8,8,2.66666666666667,2.5,39.0138067061144,0,38.7332895025203,"MEDIUM","LOW_STRAT",2
"606",9,"8","160321_1143",9,6,"STRAT","UncondCoop","grouptype_is_mixed",18,26.6,41,13.6666666666667,11.5,26.6666666666667,0,25.2991452991453,"LOW","LOW_STRAT",2
"607",116,"40","160323_1352",20,6,"PREF","CondCoop","grouptype_is_mixed",5,31.2,27,9,11,36.8960863697706,0,46.3967611336032,"MEDIUM","HIGH_STRAT",1
"608",20,"7","160321_1143",20,6,"STRAT","CondCoop","grouptype_is_mixed",5,24,15,5,5,37.0677186061801,0,33.5218058294981,"LOW","LOW_STRAT",3
"609",181,"61","160329_1355",13,6,"RAND","Freerider","grouptype_is_mixed",0,23,5,1.66666666666667,2.5,55.1946039558837,1,48.8171846990551,"MEDIUM","HIGH_STRAT",2
"610",8,"8","160321_1143",8,6,"STRAT","CondCoop","grouptype_is_mixed",11,33.6,41,13.6666666666667,15,29.1518737672584,0,25.2991452991453,"LOW","LOW_STRAT",1
"611",85,"31","160323_1155",13,6,"PREF","Others","Others",15,30.2,42,14,13.5,55.3535353535353,1,48.8552188552189,"MEDIUM","HIGH_STRAT",1
"612",160,"54","160324_1558",16,6,"RAND","Freerider","grouptype_is_mixed",10,25,25,8.33333333333333,7.5,21.19011598588,0,41.6271642292822,"MEDIUM","LOW_STRAT",2
"613",119,"33","160323_1352",23,6,"PREF","Freerider","Freerider",1,22,5,1.66666666666667,2,6.66666666666667,0,26.6276803118908,"LOW","LOW_STRAT",1
"614",11,"5","160321_1143",11,6,"STRAT","CondCoop","grouptype_is_mixed",10,40,50,16.6666666666667,20,44.9967126890204,1,42.4326101249178,"MEDIUM","HIGH_STRAT",2
"615",107,"39","160323_1352",11,6,"PREF","Others","Others",0,38,30,10,15,53.9901034637877,1,55.1896836107362,"HIGH","HIGH_STRAT",2
"616",100,"35","160323_1352",4,6,"PREF","Freerider","Freerider",0,20.6,1,0.333333333333333,0.5,27.719298245614,0,35.6125356125356,"LOW","LOW_STRAT",2
"617",42,"11","160321_1405",18,6,"STRAT","CondCoop","grouptype_is_mixed",4,18.4,4,1.33333333333333,0,32.4369114877589,0,48.9642184557439,"HIGH","HIGH_STRAT",1
"618",97,"40","160323_1352",1,6,"PREF","CondCoop","grouptype_is_mixed",2,34.2,27,9,12.5,44.0665766981556,1,46.3967611336032,"MEDIUM","HIGH_STRAT",2
"619",152,"51","160324_1558",8,6,"RAND","CondCoop","grouptype_is_mixed",10,22,20,6.66666666666667,5,44.5990922844176,1,34.9918753852188,"LOW","LOW_STRAT",1
"620",159,"53","160324_1558",15,6,"RAND","Others","grouptype_is_mixed",0,20,0,0,0,44.4444444444444,1,35.6709811172746,"LOW","LOW_STRAT",1
"621",37,"12","160321_1405",13,6,"STRAT","Freerider","grouptype_is_mixed",0,24.8,8,2.66666666666667,4,44.1280602636535,1,38.4406779661017,"MEDIUM","LOW_STRAT",1
"622",87,"32","160323_1155",15,6,"PREF","Freerider","grouptype_is_mixed",20,36,60,20,20,44.4444444444444,1,56.3299663299663,"HIGH","HIGH_STRAT",1
"623",70,"21","160321_1553",22,6,"STRAT","CondCoop","grouptype_is_mixed",15,14.6,16,5.33333333333333,0.5,44.9263721552878,1,43.0789825970549,"MEDIUM","HIGH_STRAT",1
"624",150,"50","160324_1558",6,6,"RAND","CondCoop","grouptype_is_mixed",0,24.2,7,2.33333333333333,3.5,54.5234493192133,1,44.0376533871239,"MEDIUM","HIGH_STRAT",3
"625",138,"42","160323_1557",18,6,"PREF","Freerider","Freerider",20,28.8,48,16,14,21.0824108241082,0,53.9702063687304,"HIGH","HIGH_STRAT",1
"626",162,"54","160324_1558",18,6,"RAND","Others","grouptype_is_mixed",5,30,25,8.33333333333333,10,72.1129601613717,1,41.6271642292822,"MEDIUM","LOW_STRAT",1
"627",149,"50","160324_1558",5,6,"RAND","Freerider","grouptype_is_mixed",0,24.2,7,2.33333333333333,3.5,38.2450832072617,0,44.0376533871239,"MEDIUM","HIGH_STRAT",1
"628",98,"40","160323_1352",2,6,"PREF","Freerider","grouptype_is_mixed",20,16.2,27,9,3.5,58.2276203328835,1,46.3967611336032,"MEDIUM","HIGH_STRAT",3
"629",168,"56","160324_1558",24,6,"RAND","CondCoop","grouptype_is_mixed",10,29.8,33,11,11.5,72.5836275004202,1,56.0150165293887,"HIGH","HIGH_STRAT",1
"630",54,"24","160321_1553",6,6,"STRAT","Others","grouptype_is_mixed",0,26,10,3.33333333333333,5,6.66666666666667,0,4.44444444444444,"LOW","LOW_STRAT",3
"631",182,"61","160329_1355",14,6,"RAND","CondCoop","grouptype_is_mixed",5,18,5,1.66666666666667,0,30.5842676146204,0,48.8171846990551,"MEDIUM","HIGH_STRAT",3
"632",186,"62","160329_1355",18,6,"RAND","CondCoop","grouptype_is_mixed",12,33.2,42,14,15,28.8888888888889,0,39.3242791602103,"MEDIUM","LOW_STRAT",3
"633",166,"56","160324_1558",22,6,"RAND","CondCoop","grouptype_is_mixed",13,26.8,33,11,10,42.7836611195159,0,56.0150165293887,"HIGH","HIGH_STRAT",3
"634",175,"59","160329_1355",7,6,"RAND","Others","grouptype_is_mixed",6,23.6,16,5.33333333333333,5,21.7154315923799,0,18.6680035244432,"LOW","LOW_STRAT",3
"635",79,"31","160323_1155",7,6,"PREF","Others","Others",8,37.2,42,14,17,23.2323232323232,0,48.8552188552189,"MEDIUM","HIGH_STRAT",2
"636",145,"49","160324_1558",1,6,"RAND","Freerider","grouptype_is_mixed",0,26,10,3.33333333333333,5,59.468818288788,1,40.3440354121141,"MEDIUM","LOW_STRAT",1
"637",177,"59","160329_1355",9,6,"RAND","Freerider","grouptype_is_mixed",2,27.6,16,5.33333333333333,7,12.5731473885699,0,18.6680035244432,"LOW","LOW_STRAT",1
"638",183,"61","160329_1355",15,6,"RAND","CondCoop","grouptype_is_mixed",0,23,5,1.66666666666667,2.5,60.6726825266612,1,48.8171846990551,"MEDIUM","HIGH_STRAT",1
"639",151,"51","160324_1558",7,6,"RAND","Others","grouptype_is_mixed",0,32,20,6.66666666666667,10,6.66666666666667,0,34.9918753852188,"LOW","LOW_STRAT",2
"640",185,"62","160329_1355",17,6,"RAND","CondCoop","grouptype_is_mixed",12,33.2,42,14,15,33.5283930361863,0,39.3242791602103,"MEDIUM","LOW_STRAT",1
"641",158,"53","160324_1558",14,6,"RAND","Freerider","grouptype_is_mixed",0,20,0,0,0,12.1129601613717,0,35.6709811172746,"LOW","LOW_STRAT",3
"642",174,"58","160329_1355",6,6,"RAND","Freerider","grouptype_is_mixed",0,24.8,8,2.66666666666667,4,13.3333333333333,0,37.9564305897366,"MEDIUM","LOW_STRAT",3
"643",35,"15","160321_1405",11,6,"STRAT","Freerider","grouptype_is_mixed",0,20,0,0,0,30.7947269303201,0,30.7746390458255,"LOW","LOW_STRAT",2
"644",57,"22","160321_1553",9,6,"STRAT","CondCoop","grouptype_is_mixed",5,24,15,5,5,25.4082998661312,0,30.2275769745649,"LOW","LOW_STRAT",1
"645",161,"54","160324_1558",17,6,"RAND","CondCoop","grouptype_is_mixed",10,25,25,8.33333333333333,7.5,31.5784165405951,0,41.6271642292822,"MEDIUM","LOW_STRAT",3
"646",24,"1","160321_1143",24,6,"STRAT","CondCoop","grouptype_is_mixed",7,22,15,5,4,38.2577251808021,0,63.2719701950471,"HIGH","HIGH_STRAT",2
"647",114,"38","160323_1352",18,6,"PREF","Others","Others",0,20,0,0,0,44.3364822312191,1,48.349077822762,"MEDIUM","HIGH_STRAT",2
"648",147,"49","160324_1558",3,6,"RAND","CondCoop","grouptype_is_mixed",0,26,10,3.33333333333333,5,49.4503277861826,1,40.3440354121141,"MEDIUM","LOW_STRAT",2
"649",125,"43","160323_1557",5,7,"PREF","Freerider","Freerider",20,12,20,6.66666666666667,0,20,0,23.0750307503075,"LOW","LOW_STRAT",1
"650",158,"53","160324_1558",14,7,"RAND","Freerider","grouptype_is_mixed",0,20,0,0,0,12.1129601613717,0,35.6709811172746,"LOW","LOW_STRAT",3
"651",114,"38","160323_1352",18,7,"PREF","Others","Others",0,26,10,3.33333333333333,5,44.3364822312191,1,48.349077822762,"MEDIUM","HIGH_STRAT",2
"652",36,"12","160321_1405",12,7,"STRAT","Freerider","grouptype_is_mixed",0,23,5,1.66666666666667,2.5,47.0659133709981,1,38.4406779661017,"MEDIUM","LOW_STRAT",3
"653",111,"39","160323_1352",15,7,"PREF","Others","Others",15,20,25,8.33333333333333,5,76.0053981106613,1,55.1896836107362,"HIGH","HIGH_STRAT",1
"654",138,"42","160323_1557",18,7,"PREF","Freerider","Freerider",20,30,50,16.6666666666667,15,21.0824108241082,0,53.9702063687304,"HIGH","HIGH_STRAT",1
"655",144,"43","160323_1557",24,7,"PREF","Freerider","Freerider",0,32,20,6.66666666666667,10,13.3333333333333,0,23.0750307503075,"LOW","LOW_STRAT",3
"656",87,"32","160323_1155",15,7,"PREF","Freerider","grouptype_is_mixed",20,36,60,20,20,44.4444444444444,1,56.3299663299663,"HIGH","HIGH_STRAT",1
"657",14,"1","160321_1143",14,7,"STRAT","Freerider","grouptype_is_mixed",0,25.4,9,3,4.5,82.0512820512821,1,63.2719701950471,"HIGH","HIGH_STRAT",3
"658",148,"50","160324_1558",4,7,"RAND","CondCoop","grouptype_is_mixed",5,24,15,5,5,39.3444276348966,0,44.0376533871239,"MEDIUM","HIGH_STRAT",2
"659",20,"7","160321_1143",20,7,"STRAT","CondCoop","grouptype_is_mixed",0,21.2,2,0.666666666666667,1,37.0677186061801,0,33.5218058294981,"LOW","LOW_STRAT",3
"660",21,"1","160321_1143",21,7,"STRAT","CondCoop","grouptype_is_mixed",5,20.4,9,3,2,69.5069033530572,1,63.2719701950471,"HIGH","HIGH_STRAT",1
"661",22,"7","160321_1143",22,7,"STRAT","Others","grouptype_is_mixed",2,19.2,2,0.666666666666667,0,31.1242603550296,0,33.5218058294981,"LOW","LOW_STRAT",1
"662",89,"32","160323_1155",17,7,"PREF","Freerider","grouptype_is_mixed",20,36,60,20,20,81.2121212121212,1,56.3299663299663,"HIGH","HIGH_STRAT",3
"663",31,"11","160321_1405",7,7,"STRAT","Freerider","grouptype_is_mixed",0,23.6,6,2,3,59.2617702448211,1,48.9642184557439,"HIGH","HIGH_STRAT",2
"664",95,"31","160323_1155",23,7,"PREF","Others","Others",18,22.4,34,11.3333333333333,8,67.979797979798,1,48.8552188552189,"MEDIUM","HIGH_STRAT",3
"665",151,"51","160324_1558",7,7,"RAND","Others","grouptype_is_mixed",5,21,10,3.33333333333333,2.5,6.66666666666667,0,34.9918753852188,"LOW","LOW_STRAT",2
"666",50,"23","160321_1553",2,7,"STRAT","CondCoop","grouptype_is_mixed",18,28.4,44,14.6666666666667,13,20.3212851405622,0,22.9808121374386,"LOW","LOW_STRAT",1
"667",39,"14","160321_1405",15,7,"STRAT","CondCoop","grouptype_is_mixed",5,23.4,14,4.66666666666667,4.5,34.8173258003767,0,35.1964846202134,"LOW","LOW_STRAT",1
"668",37,"12","160321_1405",13,7,"STRAT","Freerider","grouptype_is_mixed",0,23,5,1.66666666666667,2.5,44.1280602636535,1,38.4406779661017,"MEDIUM","LOW_STRAT",1
"669",47,"14","160321_1405",23,7,"STRAT","Freerider","grouptype_is_mixed",7,21.4,14,4.66666666666667,3.5,31.5630885122411,0,35.1964846202134,"LOW","LOW_STRAT",2
"670",70,"21","160321_1553",22,7,"STRAT","CondCoop","grouptype_is_mixed",2,34.2,27,9,12.5,44.9263721552878,1,43.0789825970549,"MEDIUM","HIGH_STRAT",1
"671",122,"43","160323_1557",2,7,"PREF","Freerider","Freerider",0,32,20,6.66666666666667,10,35.8917589175892,0,23.0750307503075,"LOW","LOW_STRAT",2
"672",159,"53","160324_1558",15,7,"RAND","Others","grouptype_is_mixed",0,20,0,0,0,44.4444444444444,1,35.6709811172746,"LOW","LOW_STRAT",1
"673",40,"15","160321_1405",16,7,"STRAT","Freerider","grouptype_is_mixed",0,20,0,0,0,30.4180790960452,0,30.7746390458255,"LOW","LOW_STRAT",3
"674",79,"31","160323_1155",7,7,"PREF","Others","Others",0,40.4,34,11.3333333333333,17,23.2323232323232,0,48.8552188552189,"MEDIUM","HIGH_STRAT",2
"675",35,"15","160321_1405",11,7,"STRAT","Freerider","grouptype_is_mixed",0,20,0,0,0,30.7947269303201,0,30.7746390458255,"LOW","LOW_STRAT",2
"676",162,"54","160324_1558",18,7,"RAND","Others","grouptype_is_mixed",4,24.4,14,4.66666666666667,5,72.1129601613717,1,41.6271642292822,"MEDIUM","LOW_STRAT",1
"677",108,"35","160323_1352",12,7,"PREF","Freerider","Freerider",0,20.6,1,0.333333333333333,0.5,23.6707152496626,0,35.6125356125356,"LOW","LOW_STRAT",3
"678",119,"33","160323_1352",23,7,"PREF","Freerider","Freerider",0,21.2,2,0.666666666666667,1,6.66666666666667,0,26.6276803118908,"LOW","LOW_STRAT",1
"679",147,"49","160324_1558",3,7,"RAND","CondCoop","grouptype_is_mixed",20,12,20,6.66666666666667,0,49.4503277861826,1,40.3440354121141,"MEDIUM","LOW_STRAT",2
"680",145,"49","160324_1558",1,7,"RAND","Freerider","grouptype_is_mixed",0,32,20,6.66666666666667,10,59.468818288788,1,40.3440354121141,"MEDIUM","LOW_STRAT",1
"681",129,"42","160323_1557",9,7,"PREF","Freerider","Freerider",10,40,50,16.6666666666667,20,63.7720377203772,1,53.9702063687304,"HIGH","HIGH_STRAT",3
"682",68,"24","160321_1553",20,7,"STRAT","CondCoop","grouptype_is_mixed",10,20.2,17,5.66666666666667,3.5,0,0,4.44444444444444,"LOW","LOW_STRAT",1
"683",153,"51","160324_1558",9,7,"RAND","CondCoop","grouptype_is_mixed",0,26,10,3.33333333333333,5,53.7098672045722,1,34.9918753852188,"LOW","LOW_STRAT",3
"684",18,"6","160321_1143",18,7,"STRAT","Freerider","grouptype_is_mixed",4,22,10,3.33333333333333,3,39.0401051939514,0,38.7332895025203,"MEDIUM","LOW_STRAT",3
"685",165,"55","160324_1558",21,7,"RAND","Freerider","grouptype_is_mixed",20,36,60,20,20,43.2879475542108,0,36.097943631983,"LOW","LOW_STRAT",2
"686",104,"35","160323_1352",8,7,"PREF","Freerider","Freerider",0,20.6,1,0.333333333333333,0.5,55.4475933423302,1,35.6125356125356,"LOW","LOW_STRAT",1
"687",177,"59","160329_1355",9,7,"RAND","Freerider","grouptype_is_mixed",0,30.2,17,5.66666666666667,8.5,12.5731473885699,0,18.6680035244432,"LOW","LOW_STRAT",1
"688",182,"61","160329_1355",14,7,"RAND","CondCoop","grouptype_is_mixed",0,20,0,0,0,30.5842676146204,0,48.8171846990551,"MEDIUM","HIGH_STRAT",3
"689",44,"13","160321_1405",20,7,"STRAT","CondCoop","grouptype_is_mixed",20,18,30,10,5,40.180790960452,0,40.8612680477087,"MEDIUM","LOW_STRAT",3
"690",101,"39","160323_1352",5,7,"PREF","Others","Others",10,25,25,8.33333333333333,7.5,35.5735492577598,0,55.1896836107362,"HIGH","HIGH_STRAT",3
"691",65,"22","160321_1553",17,7,"STRAT","Others","grouptype_is_mixed",15,20,25,8.33333333333333,5,39.8661311914324,0,30.2275769745649,"LOW","LOW_STRAT",3
"692",8,"8","160321_1143",8,7,"STRAT","CondCoop","grouptype_is_mixed",12,18.2,17,5.66666666666667,2.5,29.1518737672584,0,25.2991452991453,"LOW","LOW_STRAT",1
"693",41,"13","160321_1405",17,7,"STRAT","Freerider","grouptype_is_mixed",5,33,30,10,12.5,42.2222222222222,0,40.8612680477087,"MEDIUM","LOW_STRAT",1
"694",38,"13","160321_1405",14,7,"STRAT","Others","grouptype_is_mixed",5,33,30,10,12.5,40.180790960452,0,40.8612680477087,"MEDIUM","LOW_STRAT",2
"695",116,"40","160323_1352",20,7,"PREF","CondCoop","grouptype_is_mixed",15,15.2,17,5.66666666666667,1,36.8960863697706,0,46.3967611336032,"MEDIUM","HIGH_STRAT",1
"696",9,"8","160321_1143",9,7,"STRAT","UncondCoop","grouptype_is_mixed",1,29.2,17,5.66666666666667,8,26.6666666666667,0,25.2991452991453,"LOW","LOW_STRAT",2
"697",80,"25","160323_1155",8,7,"PREF","Freerider","Freerider",0,20,0,0,0,30.3030303030303,0,33.4343434343434,"LOW","LOW_STRAT",2
"698",45,"15","160321_1405",21,7,"STRAT","CondCoop","grouptype_is_mixed",0,20,0,0,0,31.1111111111111,0,30.7746390458255,"LOW","LOW_STRAT",1
"699",160,"54","160324_1558",16,7,"RAND","Freerider","grouptype_is_mixed",0,28.4,14,4.66666666666667,7,21.19011598588,0,41.6271642292822,"MEDIUM","LOW_STRAT",2
"700",168,"56","160324_1558",24,7,"RAND","CondCoop","grouptype_is_mixed",8,30.6,31,10.3333333333333,11.5,72.5836275004202,1,56.0150165293887,"HIGH","HIGH_STRAT",1
"701",63,"24","160321_1553",15,7,"STRAT","Others","grouptype_is_mixed",0,30.2,17,5.66666666666667,8.5,6.66666666666667,0,4.44444444444444,"LOW","LOW_STRAT",2
"702",43,"12","160321_1405",19,7,"STRAT","CondCoop","grouptype_is_mixed",5,18,5,1.66666666666667,0,24.1280602636535,0,38.4406779661017,"MEDIUM","LOW_STRAT",2
"703",42,"11","160321_1405",18,7,"STRAT","CondCoop","grouptype_is_mixed",6,17.6,6,2,0,32.4369114877589,0,48.9642184557439,"HIGH","HIGH_STRAT",1
"704",121,"42","160323_1557",1,7,"PREF","Freerider","Freerider",20,30,50,16.6666666666667,15,77.0561705617056,1,53.9702063687304,"HIGH","HIGH_STRAT",2
"705",149,"50","160324_1558",5,7,"RAND","Freerider","grouptype_is_mixed",0,29,15,5,7.5,38.2450832072617,0,44.0376533871239,"MEDIUM","HIGH_STRAT",1
"706",175,"59","160329_1355",7,7,"RAND","Others","grouptype_is_mixed",10,20.2,17,5.66666666666667,3.5,21.7154315923799,0,18.6680035244432,"LOW","LOW_STRAT",3
"707",85,"31","160323_1155",13,7,"PREF","Others","Others",16,24.4,34,11.3333333333333,9,55.3535353535353,1,48.8552188552189,"MEDIUM","HIGH_STRAT",1
"708",167,"56","160324_1558",23,7,"RAND","Others","grouptype_is_mixed",7,31.6,31,10.3333333333333,12,52.6777609682299,1,56.0150165293887,"HIGH","HIGH_STRAT",2
"709",58,"23","160321_1553",10,7,"STRAT","Others","grouptype_is_mixed",6,40.4,44,14.6666666666667,19,24.1767068273092,0,22.9808121374386,"LOW","LOW_STRAT",2
