"","id","type","condition","condition_contr_table","preferred_contribution","avg_group_contr"
"3075","159","Others","RAND","cond17",15,160
"3076","42","CondCoop","STRAT","cond17",80,160
"3077","70","CondCoop","STRAT","cond17",170,160
"3078","41","Freerider","STRAT","cond17",0,160
"3079","21","CondCoop","STRAT","cond17",160,160
"3080","56","Others","STRAT","cond17",41,160
"3081","125","Freerider","PREF","cond17",16,160
"3082","12","Freerider","STRAT","cond17",0,160
"3083","2","UncondCoop","STRAT","cond17",200,160
"3084","11","CondCoop","STRAT","cond17",150,160
"3085","174","Freerider","RAND","cond17",10,160
"3086","23","CondCoop","STRAT","cond17",95,160
"3087","116","CondCoop","PREF","cond17",200,160
"3088","138","Freerider","PREF","cond17",15,160
"3089","157","Freerider","RAND","cond17",0,160
"3090","38","Others","STRAT","cond17",50,160
"3091","44","CondCoop","STRAT","cond17",50,160
"3092","142","Others","PREF","cond17",100,160
"3093","8","CondCoop","STRAT","cond17",160,160
"3094","87","Freerider","PREF","cond17",0,160
"3095","57","CondCoop","STRAT","cond17",30,160
"3096","31","Freerider","STRAT","cond17",0,160
"3097","149","Freerider","RAND","cond17",0,160
"3098","152","CondCoop","RAND","cond17",80,160
"3099","177","Freerider","RAND","cond17",0,160
"3100","162","Others","RAND","cond17",50,160
"3101","37","Freerider","STRAT","cond17",0,160
"3102","145","Freerider","RAND","cond17",20,160
"3103","45","CondCoop","STRAT","cond17",150,160
"3104","147","CondCoop","RAND","cond17",130,160
"3105","35","Freerider","STRAT","cond17",0,160
"3106","105","Others","PREF","cond17",40,160
"3107","185","CondCoop","RAND","cond17",150,160
"3108","40","Freerider","STRAT","cond17",0,160
"3109","163","CondCoop","RAND","cond17",160,160
"3110","68","CondCoop","STRAT","cond17",80,160
"3111","10","CondCoop","STRAT","cond17",160,160
"3112","63","Others","STRAT","cond17",30,160
"3113","160","Freerider","RAND","cond17",0,160
"3114","97","CondCoop","PREF","cond17",80,160
"3115","114","Others","PREF","cond17",15,160
"3116","176","Others","RAND","cond17",50,160
"3117","9","UncondCoop","STRAT","cond17",150,160
"3118","50","CondCoop","STRAT","cond17",200,160
"3119","111","Others","PREF","cond17",50,160
"3120","91","Freerider","PREF","cond17",0,160
"3121","67","Freerider","STRAT","cond17",0,160
"3122","151","Others","RAND","cond17",110,160
"3123","58","Others","STRAT","cond17",50,160
"3124","22","Others","STRAT","cond17",120,160
"3125","158","Freerider","RAND","cond17",0,160
"3126","85","Others","PREF","cond17",130,160
"3127","148","CondCoop","RAND","cond17",140,160
"3128","6","Freerider","STRAT","cond17",10,160
"3129","183","CondCoop","RAND","cond17",100,160
"3130","121","Freerider","PREF","cond17",0,160
"3131","104","Freerider","PREF","cond17",0,160
"3132","181","Freerider","RAND","cond17",0,160
"3133","100","Freerider","PREF","cond17",10,160
"3134","108","Freerider","PREF","cond17",0,160
"3135","80","Freerider","PREF","cond17",0,160
"3136","30","UncondCoop","STRAT","cond17",20,160
"3137","60","Freerider","STRAT","cond17",0,160
"3138","88","UncondCoop","PREF","cond17",200,160
"3139","15","CondCoop","STRAT","cond17",80,160
"3140","107","Others","PREF","cond17",10,160
"3141","79","Others","PREF","cond17",100,160
"3142","39","CondCoop","STRAT","cond17",70,160
"3143","119","Freerider","PREF","cond17",0,160
"3144","47","Freerider","STRAT","cond17",50,160
"3145","120","Freerider","PREF","cond17",0,160
"3146","122","Freerider","PREF","cond17",0,160
"3147","150","CondCoop","RAND","cond17",190,160
"3148","168","CondCoop","RAND","cond17",160,160
"3149","55","Freerider","STRAT","cond17",0,160
"3150","112","Freerider","PREF","cond17",0,160
"3151","182","CondCoop","RAND","cond17",160,160
"3152","65","Others","STRAT","cond17",50,160
"3153","24","CondCoop","STRAT","cond17",80,160
"3154","134","Others","PREF","cond17",0,160
"3155","144","Freerider","PREF","cond17",0,160
"3156","143","Others","PREF","cond17",25,160
"3157","25","Others","STRAT","cond17",26,160
"3158","153","CondCoop","RAND","cond17",80,160
"3159","165","Freerider","RAND","cond17",0,160
"3160","129","Freerider","PREF","cond17",0,160
"3161","161","CondCoop","RAND","cond17",160,160
"3162","113","Others","PREF","cond17",0,160
"3163","146","Others","RAND","cond17",30,160
"3164","89","Freerider","PREF","cond17",0,160
"3165","20","CondCoop","STRAT","cond17",200,160
"3166","43","CondCoop","STRAT","cond17",50,160
"3167","175","Others","RAND","cond17",160,160
"3168","167","Others","RAND","cond17",90,160
"3169","166","CondCoop","RAND","cond17",170,160
"3170","184","Freerider","RAND","cond17",0,160
"3171","95","Others","PREF","cond17",20,160
"3172","14","Freerider","STRAT","cond17",0,160
"3173","164","Others","RAND","cond17",80,160
"3174","54","Others","STRAT","cond17",200,160
"3175","186","CondCoop","RAND","cond17",100,160
"3176","18","Freerider","STRAT","cond17",20,160
"3177","84","Freerider","PREF","cond17",0,160
"3178","101","Others","PREF","cond17",70,160
"3179","36","Freerider","STRAT","cond17",0,160
"3180","98","Freerider","PREF","cond17",0,160
"3181","86","CondCoop","PREF","cond17",160,160
"3182","82","CondCoop","PREF","cond17",170,160
"3183","78","CondCoop","PREF","cond17",150,160
"3184","155","CondCoop","RAND","cond17",50,160
"3185","190","CondCoop","RAND","cond17",70,160
"3186","74","CondCoop","PREF","cond17",160,160
"3187","90","CondCoop","PREF","cond17",140,160
"3188","140","CondCoop","PREF","cond17",160,160
"3189","102","CondCoop","PREF","cond17",165,160
"3190","189","CondCoop","RAND","cond17",160,160
"3191","93","CondCoop","PREF","cond17",100,160
"3192","75","CondCoop","PREF","cond17",60,160
"3193","81","CondCoop","PREF","cond17",100,160
"3194","73","CondCoop","PREF","cond17",80,160
"3195","191","CondCoop","RAND","cond17",150,160
"3196","123","CondCoop","PREF","cond17",50,160
"3197","77","CondCoop","PREF","cond17",60,160
"3198","139","CondCoop","PREF","cond17",100,160
"3199","109","CondCoop","PREF","cond17",140,160
"3200","28","CondCoop","STRAT","cond17",75,160
"3201","118","CondCoop","PREF","cond17",40,160
"3202","131","CondCoop","PREF","cond17",80,160
"3203","96","CondCoop","PREF","cond17",100,160
"3204","110","CondCoop","PREF","cond17",200,160
"3205","130","CondCoop","PREF","cond17",90,160
"3206","188","CondCoop","RAND","cond17",50,160
"3207","127","CondCoop","PREF","cond17",40,160
"3208","99","CondCoop","PREF","cond17",100,160
"3209","192","CondCoop","RAND","cond17",160,160
"3210","154","CondCoop","RAND","cond17",80,160
"3211","128","CondCoop","PREF","cond17",160,160
"3212","27","CondCoop","STRAT","cond17",50,160
"3213","136","CondCoop","PREF","cond17",190,160
"3214","126","CondCoop","PREF","cond17",200,160
"3215","46","CondCoop","STRAT","cond17",100,160
"3216","156","CondCoop","RAND","cond17",200,160
"3217","135","CondCoop","PREF","cond17",80,160
"3218","132","CondCoop","PREF","cond17",80,160
"3219","83","CondCoop","PREF","cond17",60,160
"3220","115","CondCoop","PREF","cond17",170,160
"3221","133","CondCoop","PREF","cond17",75,160
"3222","187","CondCoop","RAND","cond17",60,160
"3223","59","CondCoop","STRAT","cond17",160,160
"3224","141","Freerider","PREF","cond17",0,160
"3225","4","CondCoop","STRAT","cond17",150,160
"3226","117","Freerider","PREF","cond17",0,160
"3227","13","Others","STRAT","cond17",100,160
"3228","72","Others","STRAT","cond17",20,160
"3229","179","Freerider","RAND","cond17",0,160
"3230","170","UncondCoop","RAND","cond17",200,160
"3231","103","Freerider","PREF","cond17",0,160
"3232","48","CondCoop","STRAT","cond17",70,160
"3233","1","CondCoop","STRAT","cond17",160,160
"3234","52","CondCoop","STRAT","cond17",110,160
"3235","66","CondCoop","STRAT","cond17",160,160
"3236","124","Freerider","PREF","cond17",0,160
"3237","16","Others","STRAT","cond17",10,160
"3238","71","Freerider","STRAT","cond17",0,160
"3239","92","Freerider","PREF","cond17",0,160
"3240","33","Others","STRAT","cond17",0,160
"3241","3","CondCoop","STRAT","cond17",200,160
"3242","178","Freerider","RAND","cond17",20,160
"3243","69","Freerider","STRAT","cond17",0,160
"3244","169","Others","RAND","cond17",160,160
"3245","94","Freerider","PREF","cond17",0,160
"3246","19","Others","STRAT","cond17",60,160
"3247","26","CondCoop","STRAT","cond17",200,160
"3248","106","Freerider","PREF","cond17",0,160
"3249","180","CondCoop","RAND","cond17",70,160
"3250","137","Freerider","PREF","cond17",0,160
"3251","76","Freerider","PREF","cond17",0,160
"3252","171","Freerider","RAND","cond17",0,160
"3253","51","CondCoop","STRAT","cond17",80,160
"3254","32","CondCoop","STRAT","cond17",80,160
"3255","5","CondCoop","STRAT","cond17",100,160
"3256","34","CondCoop","STRAT","cond17",60,160
"3257","7","Freerider","STRAT","cond17",0,160
"3258","29","CondCoop","STRAT","cond17",200,160
"3259","64","CondCoop","STRAT","cond17",98,160
"3260","53","CondCoop","STRAT","cond17",180,160
"3261","49","CondCoop","STRAT","cond17",160,160
"3262","61","CondCoop","STRAT","cond17",70,160
"3263","17","CondCoop","STRAT","cond17",100,160
"3264","62","CondCoop","STRAT","cond17",50,160
"3265","173","CondCoop","RAND","cond18",170,170
"3266","172","CondCoop","RAND","cond18",170,170
"3267","159","Others","RAND","cond18",15,170
"3268","42","CondCoop","STRAT","cond18",80,170
"3269","70","CondCoop","STRAT","cond18",180,170
"3270","41","Freerider","STRAT","cond18",0,170
"3271","21","CondCoop","STRAT","cond18",160,170
"3272","56","Others","STRAT","cond18",50,170
"3273","125","Freerider","PREF","cond18",17,170
"3274","12","Freerider","STRAT","cond18",0,170
"3275","2","UncondCoop","STRAT","cond18",200,170
"3276","11","CondCoop","STRAT","cond18",150,170
"3277","174","Freerider","RAND","cond18",10,170
"3278","23","CondCoop","STRAT","cond18",98,170
"3279","116","CondCoop","PREF","cond18",200,170
"3280","138","Freerider","PREF","cond18",20,170
"3281","157","Freerider","RAND","cond18",0,170
"3282","38","Others","STRAT","cond18",50,170
"3283","44","CondCoop","STRAT","cond18",50,170
"3284","142","Others","PREF","cond18",90,170
"3285","8","CondCoop","STRAT","cond18",170,170
"3286","87","Freerider","PREF","cond18",0,170
"3287","57","CondCoop","STRAT","cond18",50,170
"3288","31","Freerider","STRAT","cond18",0,170
"3289","149","Freerider","RAND","cond18",100,170
"3290","152","CondCoop","RAND","cond18",80,170
"3291","177","Freerider","RAND","cond18",0,170
"3292","162","Others","RAND","cond18",50,170
"3293","37","Freerider","STRAT","cond18",0,170
"3294","145","Freerider","RAND","cond18",20,170
"3295","45","CondCoop","STRAT","cond18",150,170
"3296","147","CondCoop","RAND","cond18",200,170
"3297","35","Freerider","STRAT","cond18",0,170
"3298","105","Others","PREF","cond18",30,170
"3299","185","CondCoop","RAND","cond18",150,170
"3300","40","Freerider","STRAT","cond18",0,170
"3301","163","CondCoop","RAND","cond18",170,170
"3302","68","CondCoop","STRAT","cond18",85,170
"3303","10","CondCoop","STRAT","cond18",170,170
"3304","63","Others","STRAT","cond18",50,170
"3305","160","Freerider","RAND","cond18",0,170
"3306","97","CondCoop","PREF","cond18",85,170
"3307","114","Others","PREF","cond18",15,170
"3308","176","Others","RAND","cond18",40,170
"3309","9","UncondCoop","STRAT","cond18",150,170
"3310","50","CondCoop","STRAT","cond18",200,170
"3311","111","Others","PREF","cond18",50,170
"3312","91","Freerider","PREF","cond18",0,170
"3313","67","Freerider","STRAT","cond18",0,170
"3314","151","Others","RAND","cond18",90,170
"3315","58","Others","STRAT","cond18",50,170
"3316","22","Others","STRAT","cond18",72,170
"3317","158","Freerider","RAND","cond18",0,170
"3318","85","Others","PREF","cond18",0,170
"3319","148","CondCoop","RAND","cond18",150,170
"3320","6","Freerider","STRAT","cond18",10,170
"3321","183","CondCoop","RAND","cond18",100,170
"3322","121","Freerider","PREF","cond18",0,170
"3323","104","Freerider","PREF","cond18",0,170
"3324","181","Freerider","RAND","cond18",0,170
"3325","100","Freerider","PREF","cond18",10,170
"3326","108","Freerider","PREF","cond18",0,170
"3327","80","Freerider","PREF","cond18",0,170
"3328","30","UncondCoop","STRAT","cond18",20,170
"3329","60","Freerider","STRAT","cond18",0,170
"3330","88","UncondCoop","PREF","cond18",200,170
"3331","15","CondCoop","STRAT","cond18",85,170
"3332","107","Others","PREF","cond18",20,170
"3333","79","Others","PREF","cond18",100,170
"3334","39","CondCoop","STRAT","cond18",75,170
"3335","119","Freerider","PREF","cond18",0,170
"3336","47","Freerider","STRAT","cond18",50,170
"3337","120","Freerider","PREF","cond18",0,170
"3338","122","Freerider","PREF","cond18",0,170
"3339","150","CondCoop","RAND","cond18",190,170
"3340","168","CondCoop","RAND","cond18",170,170
"3341","55","Freerider","STRAT","cond18",0,170
"3342","112","Freerider","PREF","cond18",0,170
"3343","182","CondCoop","RAND","cond18",170,170
"3344","65","Others","STRAT","cond18",50,170
"3345","24","CondCoop","STRAT","cond18",85,170
"3346","134","Others","PREF","cond18",200,170
"3347","144","Freerider","PREF","cond18",0,170
"3348","143","Others","PREF","cond18",20,170
"3349","25","Others","STRAT","cond18",45,170
"3350","153","CondCoop","RAND","cond18",80,170
"3351","165","Freerider","RAND","cond18",0,170
"3352","129","Freerider","PREF","cond18",0,170
"3353","161","CondCoop","RAND","cond18",170,170
"3354","113","Others","PREF","cond18",0,170
"3355","146","Others","RAND","cond18",60,170
"3356","89","Freerider","PREF","cond18",0,170
"3357","20","CondCoop","STRAT","cond18",200,170
"3358","43","CondCoop","STRAT","cond18",50,170
"3359","175","Others","RAND","cond18",200,170
"3360","167","Others","RAND","cond18",100,170
"3361","166","CondCoop","RAND","cond18",160,170
"3362","184","Freerider","RAND","cond18",0,170
"3363","95","Others","PREF","cond18",20,170
"3364","14","Freerider","STRAT","cond18",0,170
"3365","164","Others","RAND","cond18",85,170
"3366","54","Others","STRAT","cond18",200,170
"3367","186","CondCoop","RAND","cond18",100,170
"3368","18","Freerider","STRAT","cond18",40,170
"3369","84","Freerider","PREF","cond18",0,170
"3370","101","Others","PREF","cond18",60,170
"3371","36","Freerider","STRAT","cond18",0,170
"3372","98","Freerider","PREF","cond18",0,170
"3373","86","CondCoop","PREF","cond18",170,170
"3374","82","CondCoop","PREF","cond18",180,170
"3375","78","CondCoop","PREF","cond18",160,170
"3376","155","CondCoop","RAND","cond18",50,170
"3377","190","CondCoop","RAND","cond18",80,170
"3378","74","CondCoop","PREF","cond18",160,170
"3379","90","CondCoop","PREF","cond18",140,170
"3380","140","CondCoop","PREF","cond18",170,170
"3381","102","CondCoop","PREF","cond18",170,170
"3382","189","CondCoop","RAND","cond18",169,170
"3383","93","CondCoop","PREF","cond18",150,170
"3384","75","CondCoop","PREF","cond18",50,170
"3385","81","CondCoop","PREF","cond18",120,170
"3386","73","CondCoop","PREF","cond18",85,170
"3387","191","CondCoop","RAND","cond18",160,170
"3388","123","CondCoop","PREF","cond18",50,170
"3389","77","CondCoop","PREF","cond18",170,170
"3390","139","CondCoop","PREF","cond18",100,170
"3391","109","CondCoop","PREF","cond18",200,170
"3392","28","CondCoop","STRAT","cond18",80,170
"3393","118","CondCoop","PREF","cond18",38,170
"3394","131","CondCoop","PREF","cond18",85,170
"3395","96","CondCoop","PREF","cond18",100,170
"3396","110","CondCoop","PREF","cond18",200,170
"3397","130","CondCoop","PREF","cond18",110,170
"3398","188","CondCoop","RAND","cond18",50,170
"3399","127","CondCoop","PREF","cond18",40,170
"3400","99","CondCoop","PREF","cond18",100,170
"3401","192","CondCoop","RAND","cond18",170,170
"3402","154","CondCoop","RAND","cond18",80,170
"3403","128","CondCoop","PREF","cond18",170,170
"3404","27","CondCoop","STRAT","cond18",50,170
"3405","136","CondCoop","PREF","cond18",190,170
"3406","126","CondCoop","PREF","cond18",200,170
"3407","46","CondCoop","STRAT","cond18",100,170
"3408","156","CondCoop","RAND","cond18",200,170
"3409","135","CondCoop","PREF","cond18",85,170
"3410","132","CondCoop","PREF","cond18",90,170
"3411","83","CondCoop","PREF","cond18",60,170
"3412","115","CondCoop","PREF","cond18",170,170
"3413","133","CondCoop","PREF","cond18",75,170
"3414","187","CondCoop","RAND","cond18",60,170
"3415","59","CondCoop","STRAT","cond18",170,170
"3416","141","Freerider","PREF","cond18",0,170
"3417","4","CondCoop","STRAT","cond18",160,170
"3418","117","Freerider","PREF","cond18",0,170
"3419","13","Others","STRAT","cond18",100,170
"3420","72","Others","STRAT","cond18",15,170
"3421","179","Freerider","RAND","cond18",0,170
"3422","170","UncondCoop","RAND","cond18",200,170
"3423","103","Freerider","PREF","cond18",0,170
"3424","48","CondCoop","STRAT","cond18",75,170
"3425","1","CondCoop","STRAT","cond18",170,170
"3426","52","CondCoop","STRAT","cond18",120,170
"3427","66","CondCoop","STRAT","cond18",170,170
"3428","124","Freerider","PREF","cond18",0,170
"3429","16","Others","STRAT","cond18",10,170
"3430","71","Freerider","STRAT","cond18",0,170
"3431","92","Freerider","PREF","cond18",0,170
"3432","33","Others","STRAT","cond18",200,170
"3433","3","CondCoop","STRAT","cond18",200,170
"3434","178","Freerider","RAND","cond18",20,170
"3435","69","Freerider","STRAT","cond18",0,170
"3436","169","Others","RAND","cond18",170,170
"3437","94","Freerider","PREF","cond18",0,170
"3438","19","Others","STRAT","cond18",70,170
"3439","26","CondCoop","STRAT","cond18",200,170
"3440","106","Freerider","PREF","cond18",0,170
"3441","180","CondCoop","RAND","cond18",60,170
"3442","137","Freerider","PREF","cond18",0,170
"3443","76","Freerider","PREF","cond18",0,170
"3444","171","Freerider","RAND","cond18",0,170
"3445","51","CondCoop","STRAT","cond18",85,170
"3446","32","CondCoop","STRAT","cond18",80,170
"3447","5","CondCoop","STRAT","cond18",100,170
"3448","34","CondCoop","STRAT","cond18",60,170
"3449","7","Freerider","STRAT","cond18",0,170
"3450","29","CondCoop","STRAT","cond18",200,170
"3451","64","CondCoop","STRAT","cond18",104,170
"3452","53","CondCoop","STRAT","cond18",180,170
"3453","49","CondCoop","STRAT","cond18",170,170
"3454","61","CondCoop","STRAT","cond18",70,170
"3455","17","CondCoop","STRAT","cond18",100,170
"3456","62","CondCoop","STRAT","cond18",60,170
"3457","173","CondCoop","RAND","cond19",180,180
"3458","172","CondCoop","RAND","cond19",180,180
"3459","159","Others","RAND","cond19",10,180
"3460","42","CondCoop","STRAT","cond19",80,180
"3461","70","CondCoop","STRAT","cond19",190,180
"3462","41","Freerider","STRAT","cond19",0,180
"3463","21","CondCoop","STRAT","cond19",180,180
"3464","56","Others","STRAT","cond19",30,180
"3465","125","Freerider","PREF","cond19",18,180
"3466","12","Freerider","STRAT","cond19",0,180
"3467","2","UncondCoop","STRAT","cond19",200,180
"3468","11","CondCoop","STRAT","cond19",150,180
"3469","174","Freerider","RAND","cond19",10,180
"3470","23","CondCoop","STRAT","cond19",99,180
"3471","116","CondCoop","PREF","cond19",200,180
"3472","138","Freerider","PREF","cond19",15,180
"3473","157","Freerider","RAND","cond19",0,180
"3474","38","Others","STRAT","cond19",50,180
"3475","44","CondCoop","STRAT","cond19",50,180
"3476","142","Others","PREF","cond19",90,180
"3477","8","CondCoop","STRAT","cond19",180,180
"3478","87","Freerider","PREF","cond19",0,180
"3479","57","CondCoop","STRAT","cond19",50,180
"3480","31","Freerider","STRAT","cond19",0,180
"3481","149","Freerider","RAND","cond19",100,180
"3482","152","CondCoop","RAND","cond19",80,180
"3483","177","Freerider","RAND","cond19",0,180
"3484","162","Others","RAND","cond19",50,180
"3485","37","Freerider","STRAT","cond19",0,180
"3486","145","Freerider","RAND","cond19",20,180
"3487","45","CondCoop","STRAT","cond19",150,180
"3488","147","CondCoop","RAND","cond19",200,180
"3489","35","Freerider","STRAT","cond19",0,180
"3490","105","Others","PREF","cond19",20,180
"3491","185","CondCoop","RAND","cond19",150,180
"3492","40","Freerider","STRAT","cond19",0,180
"3493","163","CondCoop","RAND","cond19",180,180
"3494","68","CondCoop","STRAT","cond19",90,180
"3495","10","CondCoop","STRAT","cond19",180,180
"3496","63","Others","STRAT","cond19",60,180
"3497","160","Freerider","RAND","cond19",0,180
"3498","97","CondCoop","PREF","cond19",90,180
"3499","114","Others","PREF","cond19",20,180
"3500","176","Others","RAND","cond19",30,180
"3501","9","UncondCoop","STRAT","cond19",150,180
"3502","50","CondCoop","STRAT","cond19",200,180
"3503","111","Others","PREF","cond19",50,180
"3504","91","Freerider","PREF","cond19",0,180
"3505","67","Freerider","STRAT","cond19",0,180
"3506","151","Others","RAND","cond19",70,180
"3507","58","Others","STRAT","cond19",60,180
"3508","22","Others","STRAT","cond19",96,180
"3509","158","Freerider","RAND","cond19",0,180
"3510","85","Others","PREF","cond19",0,180
"3511","148","CondCoop","RAND","cond19",150,180
"3512","6","Freerider","STRAT","cond19",10,180
"3513","183","CondCoop","RAND","cond19",180,180
"3514","121","Freerider","PREF","cond19",0,180
"3515","104","Freerider","PREF","cond19",0,180
"3516","181","Freerider","RAND","cond19",0,180
"3517","100","Freerider","PREF","cond19",10,180
"3518","108","Freerider","PREF","cond19",0,180
"3519","80","Freerider","PREF","cond19",0,180
"3520","30","UncondCoop","STRAT","cond19",20,180
"3521","60","Freerider","STRAT","cond19",0,180
"3522","88","UncondCoop","PREF","cond19",200,180
"3523","15","CondCoop","STRAT","cond19",90,180
"3524","107","Others","PREF","cond19",10,180
"3525","79","Others","PREF","cond19",80,180
"3526","39","CondCoop","STRAT","cond19",80,180
"3527","119","Freerider","PREF","cond19",0,180
"3528","47","Freerider","STRAT","cond19",50,180
"3529","120","Freerider","PREF","cond19",0,180
"3530","122","Freerider","PREF","cond19",0,180
"3531","150","CondCoop","RAND","cond19",200,180
"3532","168","CondCoop","RAND","cond19",180,180
"3533","55","Freerider","STRAT","cond19",0,180
"3534","112","Freerider","PREF","cond19",60,180
"3535","182","CondCoop","RAND","cond19",180,180
"3536","65","Others","STRAT","cond19",50,180
"3537","24","CondCoop","STRAT","cond19",100,180
"3538","134","Others","PREF","cond19",200,180
"3539","144","Freerider","PREF","cond19",0,180
"3540","143","Others","PREF","cond19",15,180
"3541","25","Others","STRAT","cond19",98,180
"3542","153","CondCoop","RAND","cond19",90,180
"3543","165","Freerider","RAND","cond19",0,180
"3544","129","Freerider","PREF","cond19",0,180
"3545","161","CondCoop","RAND","cond19",180,180
"3546","113","Others","PREF","cond19",0,180
"3547","146","Others","RAND","cond19",20,180
"3548","89","Freerider","PREF","cond19",0,180
"3549","20","CondCoop","STRAT","cond19",200,180
"3550","43","CondCoop","STRAT","cond19",100,180
"3551","175","Others","RAND","cond19",40,180
"3552","167","Others","RAND","cond19",50,180
"3553","166","CondCoop","RAND","cond19",120,180
"3554","184","Freerider","RAND","cond19",0,180
"3555","95","Others","PREF","cond19",20,180
"3556","14","Freerider","STRAT","cond19",0,180
"3557","164","Others","RAND","cond19",90,180
"3558","54","Others","STRAT","cond19",200,180
"3559","186","CondCoop","RAND","cond19",100,180
"3560","18","Freerider","STRAT","cond19",50,180
"3561","84","Freerider","PREF","cond19",0,180
"3562","101","Others","PREF","cond19",40,180
"3563","36","Freerider","STRAT","cond19",0,180
"3564","98","Freerider","PREF","cond19",0,180
"3565","86","CondCoop","PREF","cond19",180,180
"3566","82","CondCoop","PREF","cond19",190,180
"3567","78","CondCoop","PREF","cond19",170,180
"3568","155","CondCoop","RAND","cond19",200,180
"3569","190","CondCoop","RAND","cond19",80,180
"3570","74","CondCoop","PREF","cond19",170,180
"3571","90","CondCoop","PREF","cond19",150,180
"3572","140","CondCoop","PREF","cond19",180,180
"3573","102","CondCoop","PREF","cond19",185,180
"3574","189","CondCoop","RAND","cond19",179,180
"3575","93","CondCoop","PREF","cond19",150,180
"3576","75","CondCoop","PREF","cond19",100,180
"3577","81","CondCoop","PREF","cond19",120,180
"3578","73","CondCoop","PREF","cond19",90,180
"3579","191","CondCoop","RAND","cond19",170,180
"3580","123","CondCoop","PREF","cond19",50,180
"3581","77","CondCoop","PREF","cond19",180,180
"3582","139","CondCoop","PREF","cond19",100,180
"3583","109","CondCoop","PREF","cond19",200,180
"3584","28","CondCoop","STRAT","cond19",85,180
"3585","118","CondCoop","PREF","cond19",45,180
"3586","131","CondCoop","PREF","cond19",90,180
"3587","96","CondCoop","PREF","cond19",100,180
"3588","110","CondCoop","PREF","cond19",200,180
"3589","130","CondCoop","PREF","cond19",120,180
"3590","188","CondCoop","RAND","cond19",60,180
"3591","127","CondCoop","PREF","cond19",40,180
"3592","99","CondCoop","PREF","cond19",100,180
"3593","192","CondCoop","RAND","cond19",180,180
"3594","154","CondCoop","RAND","cond19",80,180
"3595","128","CondCoop","PREF","cond19",180,180
"3596","27","CondCoop","STRAT","cond19",50,180
"3597","136","CondCoop","PREF","cond19",190,180
"3598","126","CondCoop","PREF","cond19",200,180
"3599","46","CondCoop","STRAT","cond19",100,180
"3600","156","CondCoop","RAND","cond19",200,180
"3601","135","CondCoop","PREF","cond19",90,180
"3602","132","CondCoop","PREF","cond19",100,180
"3603","83","CondCoop","PREF","cond19",70,180
"3604","115","CondCoop","PREF","cond19",200,180
"3605","133","CondCoop","PREF","cond19",100,180
"3606","187","CondCoop","RAND","cond19",60,180
"3607","59","CondCoop","STRAT","cond19",180,180
"3608","141","Freerider","PREF","cond19",0,180
"3609","4","CondCoop","STRAT","cond19",170,180
"3610","117","Freerider","PREF","cond19",0,180
"3611","13","Others","STRAT","cond19",120,180
"3612","72","Others","STRAT","cond19",10,180
"3613","179","Freerider","RAND","cond19",0,180
"3614","170","UncondCoop","RAND","cond19",200,180
"3615","103","Freerider","PREF","cond19",0,180
"3616","48","CondCoop","STRAT","cond19",80,180
"3617","1","CondCoop","STRAT","cond19",180,180
"3618","52","CondCoop","STRAT","cond19",130,180
"3619","66","CondCoop","STRAT","cond19",180,180
"3620","124","Freerider","PREF","cond19",0,180
"3621","16","Others","STRAT","cond19",0,180
"3622","71","Freerider","STRAT","cond19",0,180
"3623","92","Freerider","PREF","cond19",0,180
"3624","33","Others","STRAT","cond19",200,180
"3625","3","CondCoop","STRAT","cond19",200,180
"3626","178","Freerider","RAND","cond19",20,180
"3627","69","Freerider","STRAT","cond19",0,180
"3628","169","Others","RAND","cond19",180,180
"3629","94","Freerider","PREF","cond19",0,180
"3630","19","Others","STRAT","cond19",80,180
"3631","26","CondCoop","STRAT","cond19",200,180
"3632","106","Freerider","PREF","cond19",0,180
"3633","180","CondCoop","RAND","cond19",70,180
"3634","137","Freerider","PREF","cond19",0,180
"3635","76","Freerider","PREF","cond19",0,180
"3636","171","Freerider","RAND","cond19",0,180
"3637","51","CondCoop","STRAT","cond19",90,180
"3638","32","CondCoop","STRAT","cond19",80,180
"3639","5","CondCoop","STRAT","cond19",150,180
"3640","34","CondCoop","STRAT","cond19",70,180
"3641","7","Freerider","STRAT","cond19",0,180
"3642","29","CondCoop","STRAT","cond19",200,180
"3643","64","CondCoop","STRAT","cond19",108,180
"3644","53","CondCoop","STRAT","cond19",180,180
"3645","49","CondCoop","STRAT","cond19",180,180
"3646","61","CondCoop","STRAT","cond19",100,180
"3647","17","CondCoop","STRAT","cond19",100,180
"3648","62","CondCoop","STRAT","cond19",80,180
"3649","173","CondCoop","RAND","cond20",190,190
"3650","172","CondCoop","RAND","cond20",190,190
"3651","159","Others","RAND","cond20",10,190
"3652","42","CondCoop","STRAT","cond20",80,190
"3653","70","CondCoop","STRAT","cond20",200,190
"3654","41","Freerider","STRAT","cond20",0,190
"3655","21","CondCoop","STRAT","cond20",180,190
"3656","56","Others","STRAT","cond20",40,190
"3657","125","Freerider","PREF","cond20",19,190
"3658","12","Freerider","STRAT","cond20",0,190
"3659","2","UncondCoop","STRAT","cond20",200,190
"3660","11","CondCoop","STRAT","cond20",150,190
"3661","174","Freerider","RAND","cond20",10,190
"3662","23","CondCoop","STRAT","cond20",99,190
"3663","116","CondCoop","PREF","cond20",200,190
"3664","138","Freerider","PREF","cond20",20,190
"3665","157","Freerider","RAND","cond20",0,190
"3666","38","Others","STRAT","cond20",25,190
