"","id","type","condition","condition_contr_table","preferred_contribution","avg_group_contr"
"1066","101","Others","PREF","cond6",50,50
"1067","36","Freerider","STRAT","cond6",0,50
"1068","98","Freerider","PREF","cond6",0,50
"1069","86","CondCoop","PREF","cond6",50,50
"1070","82","CondCoop","PREF","cond6",50,50
"1071","78","CondCoop","PREF","cond6",40,50
"1072","155","CondCoop","RAND","cond6",20,50
"1073","190","CondCoop","RAND","cond6",20,50
"1074","74","CondCoop","PREF","cond6",50,50
"1075","90","CondCoop","PREF","cond6",50,50
"1076","140","CondCoop","PREF","cond6",30,50
"1077","102","CondCoop","PREF","cond6",50,50
"1078","189","CondCoop","RAND","cond6",49,50
"1079","93","CondCoop","PREF","cond6",50,50
"1080","75","CondCoop","PREF","cond6",50,50
"1081","81","CondCoop","PREF","cond6",50,50
"1082","73","CondCoop","PREF","cond6",0,50
"1083","191","CondCoop","RAND","cond6",50,50
"1084","123","CondCoop","PREF","cond6",10,50
"1085","77","CondCoop","PREF","cond6",40,50
"1086","139","CondCoop","PREF","cond6",50,50
"1087","109","CondCoop","PREF","cond6",60,50
"1088","28","CondCoop","STRAT","cond6",20,50
"1089","118","CondCoop","PREF","cond6",25,50
"1090","131","CondCoop","PREF","cond6",25,50
"1091","96","CondCoop","PREF","cond6",0,50
"1092","110","CondCoop","PREF","cond6",150,50
"1093","130","CondCoop","PREF","cond6",10,50
"1094","188","CondCoop","RAND","cond6",20,50
"1095","127","CondCoop","PREF","cond6",30,50
"1096","99","CondCoop","PREF","cond6",50,50
"1097","192","CondCoop","RAND","cond6",50,50
"1098","154","CondCoop","RAND","cond6",0,50
"1099","128","CondCoop","PREF","cond6",50,50
"1100","27","CondCoop","STRAT","cond6",20,50
"1101","136","CondCoop","PREF","cond6",120,50
"1102","126","CondCoop","PREF","cond6",0,50
"1103","46","CondCoop","STRAT","cond6",0,50
"1104","156","CondCoop","RAND","cond6",100,50
"1105","135","CondCoop","PREF","cond6",25,50
"1106","132","CondCoop","PREF","cond6",0,50
"1107","83","CondCoop","PREF","cond6",10,50
"1108","115","CondCoop","PREF","cond6",50,50
"1109","133","CondCoop","PREF","cond6",0,50
"1110","187","CondCoop","RAND","cond6",20,50
"1111","59","CondCoop","STRAT","cond6",50,50
"1112","141","Freerider","PREF","cond6",0,50
"1113","4","CondCoop","STRAT","cond6",50,50
"1114","117","Freerider","PREF","cond6",0,50
"1115","13","Others","STRAT","cond6",60,50
"1116","72","Others","STRAT","cond6",25,50
"1117","179","Freerider","RAND","cond6",0,50
"1118","170","UncondCoop","RAND","cond6",200,50
"1119","103","Freerider","PREF","cond6",0,50
"1120","48","CondCoop","STRAT","cond6",30,50
"1121","1","CondCoop","STRAT","cond6",25,50
"1122","52","CondCoop","STRAT","cond6",50,50
"1123","66","CondCoop","STRAT","cond6",50,50
"1124","124","Freerider","PREF","cond6",0,50
"1125","16","Others","STRAT","cond6",10,50
"1126","71","Freerider","STRAT","cond6",0,50
"1127","92","Freerider","PREF","cond6",0,50
"1128","33","Others","STRAT","cond6",0,50
"1129","3","CondCoop","STRAT","cond6",25,50
"1130","178","Freerider","RAND","cond6",20,50
"1131","69","Freerider","STRAT","cond6",0,50
"1132","169","Others","RAND","cond6",150,50
"1133","94","Freerider","PREF","cond6",0,50
"1134","19","Others","STRAT","cond6",50,50
"1135","26","CondCoop","STRAT","cond6",75,50
"1136","106","Freerider","PREF","cond6",0,50
"1137","180","CondCoop","RAND","cond6",50,50
"1138","137","Freerider","PREF","cond6",0,50
"1139","76","Freerider","PREF","cond6",0,50
"1140","171","Freerider","RAND","cond6",0,50
"1141","51","CondCoop","STRAT","cond6",25,50
"1142","32","CondCoop","STRAT","cond6",30,50
"1143","5","CondCoop","STRAT","cond6",0,50
"1144","34","CondCoop","STRAT","cond6",20,50
"1145","7","Freerider","STRAT","cond6",0,50
"1146","29","CondCoop","STRAT","cond6",100,50
"1147","64","CondCoop","STRAT","cond6",30,50
"1148","53","CondCoop","STRAT","cond6",50,50
"1149","49","CondCoop","STRAT","cond6",50,50
"1150","61","CondCoop","STRAT","cond6",20,50
"1151","17","CondCoop","STRAT","cond6",0,50
"1152","62","CondCoop","STRAT","cond6",5,50
"1153","173","CondCoop","RAND","cond7",60,60
"1154","172","CondCoop","RAND","cond7",60,60
"1155","159","Others","RAND","cond7",20,60
"1156","42","CondCoop","STRAT","cond7",0,60
"1157","70","CondCoop","STRAT","cond7",70,60
"1158","41","Freerider","STRAT","cond7",0,60
"1159","21","CondCoop","STRAT","cond7",60,60
"1160","56","Others","STRAT","cond7",40,60
"1161","125","Freerider","PREF","cond7",6,60
"1162","12","Freerider","STRAT","cond7",60,60
"1163","2","UncondCoop","STRAT","cond7",200,60
"1164","11","CondCoop","STRAT","cond7",100,60
"1165","174","Freerider","RAND","cond7",0,60
"1166","23","CondCoop","STRAT","cond7",30,60
"1167","116","CondCoop","PREF","cond7",100,60
"1168","138","Freerider","PREF","cond7",0,60
"1169","157","Freerider","RAND","cond7",0,60
"1170","38","Others","STRAT","cond7",25,60
"1171","44","CondCoop","STRAT","cond7",10,60
"1172","142","Others","PREF","cond7",100,60
"1173","8","CondCoop","STRAT","cond7",60,60
"1174","87","Freerider","PREF","cond7",0,60
"1175","57","CondCoop","STRAT","cond7",0,60
"1176","31","Freerider","STRAT","cond7",20,60
"1177","149","Freerider","RAND","cond7",0,60
"1178","152","CondCoop","RAND","cond7",0,60
"1179","177","Freerider","RAND","cond7",0,60
"1180","162","Others","RAND","cond7",60,60
"1181","37","Freerider","STRAT","cond7",0,60
"1182","145","Freerider","RAND","cond7",10,60
"1183","45","CondCoop","STRAT","cond7",60,60
"1184","147","CondCoop","RAND","cond7",0,60
"1185","35","Freerider","STRAT","cond7",0,60
"1186","105","Others","PREF","cond7",140,60
"1187","185","CondCoop","RAND","cond7",90,60
"1188","40","Freerider","STRAT","cond7",0,60
"1189","163","CondCoop","RAND","cond7",60,60
"1190","68","CondCoop","STRAT","cond7",30,60
"1191","10","CondCoop","STRAT","cond7",60,60
"1192","63","Others","STRAT","cond7",20,60
"1193","160","Freerider","RAND","cond7",0,60
"1194","97","CondCoop","PREF","cond7",30,60
"1195","114","Others","PREF","cond7",40,60
"1196","176","Others","RAND","cond7",70,60
"1197","9","UncondCoop","STRAT","cond7",100,60
"1198","50","CondCoop","STRAT","cond7",70,60
"1199","111","Others","PREF","cond7",150,60
"1200","91","Freerider","PREF","cond7",0,60
"1201","67","Freerider","STRAT","cond7",0,60
"1202","151","Others","RAND","cond7",200,60
"1203","58","Others","STRAT","cond7",10,60
"1204","22","Others","STRAT","cond7",100,60
"1205","158","Freerider","RAND","cond7",0,60
"1206","85","Others","PREF","cond7",40,60
"1207","148","CondCoop","RAND","cond7",60,60
"1208","6","Freerider","STRAT","cond7",10,60
"1209","183","CondCoop","RAND","cond7",1,60
"1210","121","Freerider","PREF","cond7",0,60
"1211","104","Freerider","PREF","cond7",0,60
"1212","181","Freerider","RAND","cond7",0,60
"1213","100","Freerider","PREF","cond7",20,60
"1214","108","Freerider","PREF","cond7",0,60
"1215","80","Freerider","PREF","cond7",0,60
"1216","30","UncondCoop","STRAT","cond7",20,60
"1217","60","Freerider","STRAT","cond7",0,60
"1218","88","UncondCoop","PREF","cond7",200,60
"1219","15","CondCoop","STRAT","cond7",20,60
"1220","107","Others","PREF","cond7",60,60
"1221","79","Others","PREF","cond7",110,60
"1222","39","CondCoop","STRAT","cond7",20,60
"1223","119","Freerider","PREF","cond7",0,60
"1224","47","Freerider","STRAT","cond7",0,60
"1225","120","Freerider","PREF","cond7",0,60
"1226","122","Freerider","PREF","cond7",0,60
"1227","150","CondCoop","RAND","cond7",160,60
"1228","168","CondCoop","RAND","cond7",60,60
"1229","55","Freerider","STRAT","cond7",0,60
"1230","112","Freerider","PREF","cond7",0,60
"1231","182","CondCoop","RAND","cond7",60,60
"1232","65","Others","STRAT","cond7",100,60
"1233","24","CondCoop","STRAT","cond7",35,60
"1234","134","Others","PREF","cond7",0,60
"1235","144","Freerider","PREF","cond7",0,60
"1236","143","Others","PREF","cond7",30,60
"1237","25","Others","STRAT","cond7",60,60
"1238","153","CondCoop","RAND","cond7",10,60
"1239","165","Freerider","RAND","cond7",0,60
"1240","129","Freerider","PREF","cond7",0,60
"1241","161","CondCoop","RAND","cond7",50,60
"1242","113","Others","PREF","cond7",80,60
"1243","146","Others","RAND","cond7",60,60
"1244","89","Freerider","PREF","cond7",0,60
"1245","20","CondCoop","STRAT","cond7",0,60
"1246","43","CondCoop","STRAT","cond7",0,60
"1247","175","Others","RAND","cond7",80,60
"1248","167","Others","RAND","cond7",130,60
"1249","166","CondCoop","RAND","cond7",150,60
"1250","184","Freerider","RAND","cond7",0,60
"1251","95","Others","PREF","cond7",30,60
"1252","14","Freerider","STRAT","cond7",0,60
"1253","164","Others","RAND","cond7",30,60
"1254","54","Others","STRAT","cond7",0,60
"1255","186","CondCoop","RAND","cond7",0,60
"1256","18","Freerider","STRAT","cond7",10,60
"1257","84","Freerider","PREF","cond7",0,60
"1258","101","Others","PREF","cond7",60,60
"1259","36","Freerider","STRAT","cond7",0,60
"1260","98","Freerider","PREF","cond7",0,60
"1261","86","CondCoop","PREF","cond7",60,60
"1262","82","CondCoop","PREF","cond7",60,60
"1263","78","CondCoop","PREF","cond7",50,60
"1264","155","CondCoop","RAND","cond7",20,60
"1265","190","CondCoop","RAND","cond7",35,60
"1266","74","CondCoop","PREF","cond7",10,60
"1267","90","CondCoop","PREF","cond7",60,60
"1268","140","CondCoop","PREF","cond7",30,60
"1269","102","CondCoop","PREF","cond7",65,60
"1270","189","CondCoop","RAND","cond7",59,60
"1271","93","CondCoop","PREF","cond7",70,60
"1272","75","CondCoop","PREF","cond7",50,60
"1273","81","CondCoop","PREF","cond7",50,60
"1274","73","CondCoop","PREF","cond7",0,60
"1275","191","CondCoop","RAND","cond7",60,60
"1276","123","CondCoop","PREF","cond7",10,60
"1277","77","CondCoop","PREF","cond7",40,60
"1278","139","CondCoop","PREF","cond7",60,60
"1279","109","CondCoop","PREF","cond7",80,60
"1280","28","CondCoop","STRAT","cond7",25,60
"1281","118","CondCoop","PREF","cond7",15,60
"1282","131","CondCoop","PREF","cond7",30,60
"1283","96","CondCoop","PREF","cond7",0,60
"1284","110","CondCoop","PREF","cond7",160,60
"1285","130","CondCoop","PREF","cond7",10,60
"1286","188","CondCoop","RAND","cond7",20,60
"1287","127","CondCoop","PREF","cond7",30,60
"1288","99","CondCoop","PREF","cond7",60,60
"1289","192","CondCoop","RAND","cond7",60,60
"1290","154","CondCoop","RAND","cond7",0,60
"1291","128","CondCoop","PREF","cond7",60,60
"1292","27","CondCoop","STRAT","cond7",20,60
"1293","136","CondCoop","PREF","cond7",110,60
"1294","126","CondCoop","PREF","cond7",0,60
"1295","46","CondCoop","STRAT","cond7",0,60
"1296","156","CondCoop","RAND","cond7",100,60
"1297","135","CondCoop","PREF","cond7",30,60
"1298","132","CondCoop","PREF","cond7",0,60
"1299","83","CondCoop","PREF","cond7",20,60
"1300","115","CondCoop","PREF","cond7",70,60
"1301","133","CondCoop","PREF","cond7",30,60
"1302","187","CondCoop","RAND","cond7",30,60
"1303","59","CondCoop","STRAT","cond7",60,60
"1304","141","Freerider","PREF","cond7",0,60
"1305","4","CondCoop","STRAT","cond7",60,60
"1306","117","Freerider","PREF","cond7",0,60
"1307","13","Others","STRAT","cond7",70,60
"1308","72","Others","STRAT","cond7",30,60
"1309","179","Freerider","RAND","cond7",0,60
"1310","170","UncondCoop","RAND","cond7",200,60
"1311","103","Freerider","PREF","cond7",0,60
"1312","48","CondCoop","STRAT","cond7",40,60
"1313","1","CondCoop","STRAT","cond7",30,60
"1314","52","CondCoop","STRAT","cond7",50,60
"1315","66","CondCoop","STRAT","cond7",60,60
"1316","124","Freerider","PREF","cond7",0,60
"1317","16","Others","STRAT","cond7",40,60
"1318","71","Freerider","STRAT","cond7",0,60
"1319","92","Freerider","PREF","cond7",0,60
"1320","33","Others","STRAT","cond7",0,60
"1321","3","CondCoop","STRAT","cond7",30,60
"1322","178","Freerider","RAND","cond7",20,60
"1323","69","Freerider","STRAT","cond7",0,60
"1324","169","Others","RAND","cond7",60,60
"1325","94","Freerider","PREF","cond7",0,60
"1326","19","Others","STRAT","cond7",40,60
"1327","26","CondCoop","STRAT","cond7",90,60
"1328","106","Freerider","PREF","cond7",0,60
"1329","180","CondCoop","RAND","cond7",50,60
"1330","137","Freerider","PREF","cond7",0,60
"1331","76","Freerider","PREF","cond7",0,60
"1332","171","Freerider","RAND","cond7",0,60
"1333","51","CondCoop","STRAT","cond7",30,60
"1334","32","CondCoop","STRAT","cond7",30,60
"1335","5","CondCoop","STRAT","cond7",0,60
"1336","34","CondCoop","STRAT","cond7",30,60
"1337","7","Freerider","STRAT","cond7",0,60
"1338","29","CondCoop","STRAT","cond7",100,60
"1339","64","CondCoop","STRAT","cond7",36,60
"1340","53","CondCoop","STRAT","cond7",50,60
"1341","49","CondCoop","STRAT","cond7",60,60
"1342","61","CondCoop","STRAT","cond7",20,60
"1343","17","CondCoop","STRAT","cond7",0,60
"1344","62","CondCoop","STRAT","cond7",5,60
"1345","173","CondCoop","RAND","cond8",70,70
"1346","172","CondCoop","RAND","cond8",70,70
"1347","159","Others","RAND","cond8",25,70
"1348","42","CondCoop","STRAT","cond8",0,70
"1349","70","CondCoop","STRAT","cond8",80,70
"1350","41","Freerider","STRAT","cond8",0,70
"1351","21","CondCoop","STRAT","cond8",60,70
"1352","56","Others","STRAT","cond8",40,70
"1353","125","Freerider","PREF","cond8",7,70
"1354","12","Freerider","STRAT","cond8",0,70
"1355","2","UncondCoop","STRAT","cond8",200,70
"1356","11","CondCoop","STRAT","cond8",100,70
"1357","174","Freerider","RAND","cond8",30,70
"1358","23","CondCoop","STRAT","cond8",35,70
"1359","116","CondCoop","PREF","cond8",110,70
"1360","138","Freerider","PREF","cond8",5,70
"1361","157","Freerider","RAND","cond8",0,70
"1362","38","Others","STRAT","cond8",60,70
"1363","44","CondCoop","STRAT","cond8",10,70
"1364","142","Others","PREF","cond8",50,70
"1365","8","CondCoop","STRAT","cond8",70,70
"1366","87","Freerider","PREF","cond8",0,70
"1367","57","CondCoop","STRAT","cond8",30,70
"1368","31","Freerider","STRAT","cond8",20,70
"1369","149","Freerider","RAND","cond8",0,70
"1370","152","CondCoop","RAND","cond8",70,70
"1371","177","Freerider","RAND","cond8",0,70
"1372","162","Others","RAND","cond8",70,70
"1373","37","Freerider","STRAT","cond8",0,70
"1374","145","Freerider","RAND","cond8",20,70
"1375","45","CondCoop","STRAT","cond8",70,70
"1376","147","CondCoop","RAND","cond8",50,70
"1377","35","Freerider","STRAT","cond8",0,70
"1378","105","Others","PREF","cond8",130,70
"1379","185","CondCoop","RAND","cond8",100,70
"1380","40","Freerider","STRAT","cond8",0,70
"1381","163","CondCoop","RAND","cond8",70,70
"1382","68","CondCoop","STRAT","cond8",35,70
"1383","10","CondCoop","STRAT","cond8",70,70
"1384","63","Others","STRAT","cond8",30,70
"1385","160","Freerider","RAND","cond8",0,70
"1386","97","CondCoop","PREF","cond8",35,70
"1387","114","Others","PREF","cond8",40,70
"1388","176","Others","RAND","cond8",80,70
"1389","9","UncondCoop","STRAT","cond8",100,70
"1390","50","CondCoop","STRAT","cond8",80,70
"1391","111","Others","PREF","cond8",150,70
"1392","91","Freerider","PREF","cond8",0,70
"1393","67","Freerider","STRAT","cond8",0,70
"1394","151","Others","RAND","cond8",200,70
"1395","58","Others","STRAT","cond8",30,70
"1396","22","Others","STRAT","cond8",77,70
"1397","158","Freerider","RAND","cond8",0,70
"1398","85","Others","PREF","cond8",45,70
"1399","148","CondCoop","RAND","cond8",70,70
"1400","6","Freerider","STRAT","cond8",50,70
"1401","183","CondCoop","RAND","cond8",1,70
"1402","121","Freerider","PREF","cond8",0,70
"1403","104","Freerider","PREF","cond8",0,70
"1404","181","Freerider","RAND","cond8",0,70
"1405","100","Freerider","PREF","cond8",10,70
"1406","108","Freerider","PREF","cond8",0,70
"1407","80","Freerider","PREF","cond8",0,70
"1408","30","UncondCoop","STRAT","cond8",20,70
"1409","60","Freerider","STRAT","cond8",0,70
"1410","88","UncondCoop","PREF","cond8",200,70
"1411","15","CondCoop","STRAT","cond8",35,70
"1412","107","Others","PREF","cond8",50,70
"1413","79","Others","PREF","cond8",120,70
"1414","39","CondCoop","STRAT","cond8",25,70
"1415","119","Freerider","PREF","cond8",0,70
"1416","47","Freerider","STRAT","cond8",10,70
"1417","120","Freerider","PREF","cond8",0,70
"1418","122","Freerider","PREF","cond8",0,70
"1419","150","CondCoop","RAND","cond8",150,70
"1420","168","CondCoop","RAND","cond8",70,70
"1421","55","Freerider","STRAT","cond8",0,70
"1422","112","Freerider","PREF","cond8",0,70
"1423","182","CondCoop","RAND","cond8",70,70
"1424","65","Others","STRAT","cond8",100,70
"1425","24","CondCoop","STRAT","cond8",50,70
"1426","134","Others","PREF","cond8",0,70
"1427","144","Freerider","PREF","cond8",0,70
"1428","143","Others","PREF","cond8",35,70
"1429","25","Others","STRAT","cond8",70,70
"1430","153","CondCoop","RAND","cond8",30,70
"1431","165","Freerider","RAND","cond8",0,70
"1432","129","Freerider","PREF","cond8",0,70
"1433","161","CondCoop","RAND","cond8",100,70
"1434","113","Others","PREF","cond8",80,70
"1435","146","Others","RAND","cond8",20,70
"1436","89","Freerider","PREF","cond8",0,70
"1437","20","CondCoop","STRAT","cond8",200,70
"1438","43","CondCoop","STRAT","cond8",0,70
"1439","175","Others","RAND","cond8",70,70
"1440","167","Others","RAND","cond8",130,70
"1441","166","CondCoop","RAND","cond8",150,70
"1442","184","Freerider","RAND","cond8",0,70
"1443","95","Others","PREF","cond8",70,70
"1444","14","Freerider","STRAT","cond8",0,70
"1445","164","Others","RAND","cond8",35,70
"1446","54","Others","STRAT","cond8",0,70
"1447","186","CondCoop","RAND","cond8",20,70
"1448","18","Freerider","STRAT","cond8",15,70
"1449","84","Freerider","PREF","cond8",0,70
"1450","101","Others","PREF","cond8",70,70
"1451","36","Freerider","STRAT","cond8",0,70
"1452","98","Freerider","PREF","cond8",0,70
"1453","86","CondCoop","PREF","cond8",70,70
"1454","82","CondCoop","PREF","cond8",80,70
"1455","78","CondCoop","PREF","cond8",60,70
"1456","155","CondCoop","RAND","cond8",50,70
"1457","190","CondCoop","RAND","cond8",35,70
"1458","74","CondCoop","PREF","cond8",70,70
"1459","90","CondCoop","PREF","cond8",70,70
"1460","140","CondCoop","PREF","cond8",50,70
"1461","102","CondCoop","PREF","cond8",70,70
"1462","189","CondCoop","RAND","cond8",69,70
"1463","93","CondCoop","PREF","cond8",100,70
"1464","75","CondCoop","PREF","cond8",50,70
"1465","81","CondCoop","PREF","cond8",50,70
"1466","73","CondCoop","PREF","cond8",35,70
"1467","191","CondCoop","RAND","cond8",70,70
"1468","123","CondCoop","PREF","cond8",20,70
"1469","77","CondCoop","PREF","cond8",40,70
"1470","139","CondCoop","PREF","cond8",70,70
"1471","109","CondCoop","PREF","cond8",100,70
"1472","28","CondCoop","STRAT","cond8",30,70
"1473","118","CondCoop","PREF","cond8",35,70
"1474","131","CondCoop","PREF","cond8",35,70
"1475","96","CondCoop","PREF","cond8",0,70
"1476","110","CondCoop","PREF","cond8",170,70
"1477","130","CondCoop","PREF","cond8",20,70
"1478","188","CondCoop","RAND","cond8",20,70
"1479","127","CondCoop","PREF","cond8",30,70
"1480","99","CondCoop","PREF","cond8",70,70
"1481","192","CondCoop","RAND","cond8",70,70
"1482","154","CondCoop","RAND","cond8",50,70
"1483","128","CondCoop","PREF","cond8",70,70
"1484","27","CondCoop","STRAT","cond8",30,70
"1485","136","CondCoop","PREF","cond8",120,70
"1486","126","CondCoop","PREF","cond8",0,70
"1487","46","CondCoop","STRAT","cond8",100,70
"1488","156","CondCoop","RAND","cond8",120,70
"1489","135","CondCoop","PREF","cond8",35,70
"1490","132","CondCoop","PREF","cond8",0,70
"1491","83","CondCoop","PREF","cond8",30,70
"1492","115","CondCoop","PREF","cond8",60,70
"1493","133","CondCoop","PREF","cond8",30,70
"1494","187","CondCoop","RAND","cond8",30,70
"1495","59","CondCoop","STRAT","cond8",70,70
"1496","141","Freerider","PREF","cond8",0,70
"1497","4","CondCoop","STRAT","cond8",70,70
"1498","117","Freerider","PREF","cond8",0,70
"1499","13","Others","STRAT","cond8",80,70
"1500","72","Others","STRAT","cond8",35,70
"1501","179","Freerider","RAND","cond8",0,70
"1502","170","UncondCoop","RAND","cond8",200,70
"1503","103","Freerider","PREF","cond8",0,70
"1504","48","CondCoop","STRAT","cond8",45,70
"1505","1","CondCoop","STRAT","cond8",35,70
"1506","52","CondCoop","STRAT","cond8",60,70
"1507","66","CondCoop","STRAT","cond8",70,70
"1508","124","Freerider","PREF","cond8",0,70
"1509","16","Others","STRAT","cond8",50,70
"1510","71","Freerider","STRAT","cond8",0,70
"1511","92","Freerider","PREF","cond8",0,70
"1512","33","Others","STRAT","cond8",0,70
"1513","3","CondCoop","STRAT","cond8",35,70
"1514","178","Freerider","RAND","cond8",20,70
"1515","69","Freerider","STRAT","cond8",0,70
"1516","169","Others","RAND","cond8",70,70
"1517","94","Freerider","PREF","cond8",0,70
"1518","19","Others","STRAT","cond8",30,70
"1519","26","CondCoop","STRAT","cond8",105,70
"1520","106","Freerider","PREF","cond8",0,70
"1521","180","CondCoop","RAND","cond8",60,70
"1522","137","Freerider","PREF","cond8",0,70
"1523","76","Freerider","PREF","cond8",0,70
"1524","171","Freerider","RAND","cond8",0,70
"1525","51","CondCoop","STRAT","cond8",35,70
"1526","32","CondCoop","STRAT","cond8",30,70
"1527","5","CondCoop","STRAT","cond8",10,70
"1528","34","CondCoop","STRAT","cond8",30,70
"1529","7","Freerider","STRAT","cond8",0,70
"1530","29","CondCoop","STRAT","cond8",100,70
"1531","64","CondCoop","STRAT","cond8",42,70
"1532","53","CondCoop","STRAT","cond8",80,70
"1533","49","CondCoop","STRAT","cond8",70,70
"1534","61","CondCoop","STRAT","cond8",30,70
"1535","17","CondCoop","STRAT","cond8",0,70
"1536","62","CondCoop","STRAT","cond8",50,70
"1537","173","CondCoop","RAND","cond9",80,80
"1538","172","CondCoop","RAND","cond9",80,80
"1539","159","Others","RAND","cond9",25,80
"1540","42","CondCoop","STRAT","cond9",40,80
"1541","70","CondCoop","STRAT","cond9",90,80
"1542","41","Freerider","STRAT","cond9",0,80
"1543","21","CondCoop","STRAT","cond9",80,80
"1544","56","Others","STRAT","cond9",50,80
"1545","125","Freerider","PREF","cond9",8,80
"1546","12","Freerider","STRAT","cond9",0,80
"1547","2","UncondCoop","STRAT","cond9",200,80
"1548","11","CondCoop","STRAT","cond9",100,80
"1549","174","Freerider","RAND","cond9",30,80
"1550","23","CondCoop","STRAT","cond9",40,80
"1551","116","CondCoop","PREF","cond9",120,80
"1552","138","Freerider","PREF","cond9",5,80
"1553","157","Freerider","RAND","cond9",0,80
"1554","38","Others","STRAT","cond9",70,80
"1555","44","CondCoop","STRAT","cond9",0,80
"1556","142","Others","PREF","cond9",30,80
"1557","8","CondCoop","STRAT","cond9",80,80
"1558","87","Freerider","PREF","cond9",0,80
"1559","57","CondCoop","STRAT","cond9",30,80
"1560","31","Freerider","STRAT","cond9",20,80
"1561","149","Freerider","RAND","cond9",0,80
"1562","152","CondCoop","RAND","cond9",80,80
"1563","177","Freerider","RAND","cond9",0,80
"1564","162","Others","RAND","cond9",80,80
"1565","37","Freerider","STRAT","cond9",0,80
"1566","145","Freerider","RAND","cond9",20,80
"1567","45","CondCoop","STRAT","cond9",80,80
"1568","147","CondCoop","RAND","cond9",60,80
"1569","35","Freerider","STRAT","cond9",0,80
"1570","105","Others","PREF","cond9",120,80
"1571","185","CondCoop","RAND","cond9",100,80
"1572","40","Freerider","STRAT","cond9",0,80
"1573","163","CondCoop","RAND","cond9",80,80
"1574","68","CondCoop","STRAT","cond9",40,80
"1575","10","CondCoop","STRAT","cond9",80,80
"1576","63","Others","STRAT","cond9",30,80
"1577","160","Freerider","RAND","cond9",0,80
"1578","97","CondCoop","PREF","cond9",40,80
"1579","114","Others","PREF","cond9",40,80
"1580","176","Others","RAND","cond9",90,80
"1581","9","UncondCoop","STRAT","cond9",100,80
"1582","50","CondCoop","STRAT","cond9",90,80
"1583","111","Others","PREF","cond9",150,80
"1584","91","Freerider","PREF","cond9",0,80
"1585","67","Freerider","STRAT","cond9",0,80
"1586","151","Others","RAND","cond9",200,80
"1587","58","Others","STRAT","cond9",20,80
"1588","22","Others","STRAT","cond9",30,80
"1589","158","Freerider","RAND","cond9",0,80
"1590","85","Others","PREF","cond9",50,80
"1591","148","CondCoop","RAND","cond9",80,80
"1592","6","Freerider","STRAT","cond9",30,80
"1593","183","CondCoop","RAND","cond9",1,80
"1594","121","Freerider","PREF","cond9",0,80
"1595","104","Freerider","PREF","cond9",0,80
"1596","181","Freerider","RAND","cond9",0,80
"1597","100","Freerider","PREF","cond9",10,80
"1598","108","Freerider","PREF","cond9",0,80
"1599","80","Freerider","PREF","cond9",0,80
"1600","30","UncondCoop","STRAT","cond9",20,80
"1601","60","Freerider","STRAT","cond9",0,80
"1602","88","UncondCoop","PREF","cond9",200,80
"1603","15","CondCoop","STRAT","cond9",40,80
"1604","107","Others","PREF","cond9",50,80
"1605","79","Others","PREF","cond9",120,80
"1606","39","CondCoop","STRAT","cond9",30,80
"1607","119","Freerider","PREF","cond9",0,80
"1608","47","Freerider","STRAT","cond9",10,80
"1609","120","Freerider","PREF","cond9",0,80
"1610","122","Freerider","PREF","cond9",0,80
"1611","150","CondCoop","RAND","cond9",150,80
"1612","168","CondCoop","RAND","cond9",80,80
"1613","55","Freerider","STRAT","cond9",0,80
"1614","112","Freerider","PREF","cond9",0,80
"1615","182","CondCoop","RAND","cond9",80,80
"1616","65","Others","STRAT","cond9",100,80
"1617","24","CondCoop","STRAT","cond9",50,80
"1618","134","Others","PREF","cond9",0,80
"1619","144","Freerider","PREF","cond9",0,80
"1620","143","Others","PREF","cond9",40,80
"1621","25","Others","STRAT","cond9",80,80
"1622","153","CondCoop","RAND","cond9",30,80
"1623","165","Freerider","RAND","cond9",0,80
"1624","129","Freerider","PREF","cond9",0,80
"1625","161","CondCoop","RAND","cond9",100,80
"1626","113","Others","PREF","cond9",80,80
"1627","146","Others","RAND","cond9",20,80
"1628","89","Freerider","PREF","cond9",0,80
"1629","20","CondCoop","STRAT","cond9",200,80
"1630","43","CondCoop","STRAT","cond9",0,80
"1631","175","Others","RAND","cond9",190,80
"1632","167","Others","RAND","cond9",140,80
"1633","166","CondCoop","RAND","cond9",130,80
"1634","184","Freerider","RAND","cond9",0,80
"1635","95","Others","PREF","cond9",150,80
"1636","14","Freerider","STRAT","cond9",0,80
"1637","164","Others","RAND","cond9",40,80
"1638","54","Others","STRAT","cond9",0,80
"1639","186","CondCoop","RAND","cond9",30,80
"1640","18","Freerider","STRAT","cond9",15,80
"1641","84","Freerider","PREF","cond9",0,80
"1642","101","Others","PREF","cond9",80,80
"1643","36","Freerider","STRAT","cond9",0,80
"1644","98","Freerider","PREF","cond9",0,80
"1645","86","CondCoop","PREF","cond9",80,80
"1646","82","CondCoop","PREF","cond9",90,80
"1647","78","CondCoop","PREF","cond9",70,80
"1648","155","CondCoop","RAND","cond9",70,80
"1649","190","CondCoop","RAND","cond9",35,80
"1650","74","CondCoop","PREF","cond9",60,80
"1651","90","CondCoop","PREF","cond9",80,80
"1652","140","CondCoop","PREF","cond9",70,80
"1653","102","CondCoop","PREF","cond9",85,80
"1654","189","CondCoop","RAND","cond9",79,80
"1655","93","CondCoop","PREF","cond9",100,80
"1656","75","CondCoop","PREF","cond9",60,80
"1657","81","CondCoop","PREF","cond9",50,80
